count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,Sentiment,clean_text,clean_count_words
23,0,3,1,0,1,0,googl cloud epson artisan accord epson also upgrad printer support googl clo http co dgfyji tcn,16
9,0,1,0,0,1,0,chrome experi webgl bookcas http co gnsowmu googl,8
14,0,3,0,0,1,0,word mouth internet youtub http co ucdsdx googl search wom,10
20,1,3,0,0,0,0,yea seen locat waaaay googl site not big deal still strang spookygoogl,12
18,0,3,0,0,1,0,android googl galaxi nexu site live regist reliv new featur http co llrspuo dhilipsiva,14
14,0,5,0,0,1,0,googl go http co iljdqbpt gplu googleplu googl teamfollowback socialnetwork,10
22,0,1,0,0,1,0,googl samsung announc hope rebutt iphon tonight site show nice spec no carrier yet http co zsdgut,17
18,2,2,1,1,1,0,rt could told two year ago http co bzwcf groupwis googl,11
9,1,1,0,1,0,0,fact still everyth better though googl,6
23,1,2,0,0,0,0,window bridg window phone tri pretend appl steal notif bar googl droidtweet,12
17,0,2,0,1,1,0,could bookcas look like year mayb http co iywqor googl book,11
16,0,1,2,1,0,0,thank twit aaa crew live coverag googl samsung announc,9
25,2,2,1,0,1,0,check rt women use googl info health care vs men gt http co qefhpgx via hcsmeu,16
15,1,1,1,0,1,0,infinit digit dust rt googl releas infinit digit bookcas http co mgnin,12
18,0,2,0,0,1,0,competit googl introduc android ice cream sandwich galaxi nexu http co pcuzj,12
23,0,2,1,1,1,0,hide women children break gun googl go encrypt search default http co vbcglgp seo,14
17,0,3,1,0,1,0,android googl android ice cream sandwich sdk avail today http co mtnbjhd dhilipsiva,13
18,3,7,2,0,1,0,rt announc galaxi nexu http co dzhvfxvh android ic icecreamsandwich googl samsung,12
25,0,3,0,0,0,0,googl droid built part use bounci castl api microsoft program languag linux fanboy,13
18,0,2,0,0,1,0,thought tonight googl ice cream sandwich samsung galaxi nexu talk http co gusckxl,13
13,0,3,0,0,1,0,galaxi nexu offici announc hong kong event http co wmylocd googl,11
13,0,3,1,0,1,0,android googl ice cream sandwich sdk avail http co ktkszo dhilipsiva,11
12,0,2,1,0,1,0,ice cream sandwich sdk avail http co zogecn android googl,10
18,1,2,1,0,1,0,http co tbxlrvin hope check twitter often enough find articl googl ic,12
11,0,6,1,1,0,0,everyon hate android icecreamsandwich ic everyoneisacrit os googl,8
11,0,3,0,0,1,0,android googl galaxi nexu press releas http co jkrzygbo dhilipsiva,10
5,0,2,0,0,0,0,engin googl manni marroquin mannymarroquin,5
16,2,7,1,0,1,0,announc galaxi nexu http co dzhvfxvh android ic icecreamsandwich googl samsung,11
23,0,4,1,2,0,0,galaxi nexu come sprint no mention price carrier sourc releas ic give us info googl,15
21,1,2,1,0,1,0,rt introduc android ice cream sandwichintroduc android ice cream sandwich http co lhqkvc googl,14
23,1,4,0,1,1,0,advertis blog today blog cover igen googl parisian love debat vote http co xjybl,14
16,1,1,1,0,1,0,rt googl ventur choos startup get million http co wdpnvdr,10
18,0,3,0,0,1,0,siri search capabl vs googl voic search android test http co ykiftufx appl googl voip,15
14,0,3,1,0,1,0,googl announc nfc base android beam share phone http co pairi,11
16,1,3,1,0,1,0,googl announc nfc base android beam share phone http co zykerax via,12
17,0,3,1,0,1,0,android googl android ice cream sandwich offici sdk avail http co rxupiwu dhilipsiva,13
14,0,5,0,0,1,0,googl go http co kdhaufdl gplu googleplu googl teamfollowback socialnetwork,10
21,0,2,0,0,1,0,samsung galaxi nexu new offici googl smartphon android ice cream sandwich http co shslq googl android,16
14,0,3,0,0,1,0,googl releas latest version android icecreamsandwich http co fbyee,9
21,0,3,0,3,0,0,also mayb miss someth thought googl bought motorola mobil samsung love,11
8,0,1,0,0,0,0,ahahaa twitpic power googl,4
20,1,5,1,0,1,0,googl unveil ice cream sandwich sdk avail http co ayqr via ic googl android samsung galaxynexu,16
23,1,1,1,1,0,0,rt googl ad revenu total revenu googl custom commod sold advertis,11
7,0,3,0,0,1,0,googl samsung galaxynexu http co cieppk,6
13,1,2,2,0,1,0,rt googl launch android ice cream sandwich os http co zxfebld,11
16,1,5,1,0,0,0,rt windowsphon metro style obvious impress somebodi googl imit flatteri android,11
19,0,3,0,0,1,0,android googl galaxi nexu ice cream sandwich promo video releas verizon spot http co nitrtzu dhilipsiva,16
14,0,3,1,0,1,0,googl announc nfc base android beam share phone http co dduuffd,11
11,1,1,2,0,1,0,rt webgl infinit bookcas ui http co bvuqtkt googl,9
9,1,5,1,0,0,0,teamgooglenexu rt googl samsung perfect icecream sandwich galaxynexu,8
14,0,7,0,0,1,0,googl away buzz http co uqmiqbbt searchengin search socialnetwork social network,11
7,0,1,0,0,0,0,add circl googl,3
16,0,1,0,0,1,0,hnew googl samsung unveil ice cream sandwich power galaxi nexu http co elhrp googl net,15
19,0,1,0,0,1,0,googl buzz junkyard along four servic includ jaiku http co xzxmhuuu gt like jaiku,14
19,0,1,0,0,1,0,googl buzz junkyard along four servic includ jaiku http co lmzlwa gt like jaiku,14
14,0,3,0,0,1,0,googl twitter get readi debut icecreamsandwich http co tkzgf,9
16,0,3,1,0,0,0,seo tip examin googl analyt report frequent check convers bounc rate analyz traffic sourc,14
15,0,9,1,0,0,0,new stuff today motorola razr samsung galaxi nexu googl android icecreamsandwich ic,12
8,0,1,0,1,0,0,ever post someth wrong circl googl,6
19,0,2,0,0,1,0,introduc android ice cream sandwichintroduc android ice cream sandwich http co lhqkvc googl android,14
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co ruktyujc,15
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co stifqwtu,15
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co gcuepm,15
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co qdbqvm,15
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co eizexun,15
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co xpghlco,15
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co lfppkyk,15
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co dggsnoh,15
23,0,3,0,0,1,0,call icecreamsandwich lover googl samsung like hong kong new look new android http co fiwdhcc,15
16,1,3,1,0,1,0,googl samsung unveil ice cream sandwich power galaxi nexu http co qticdivd via android,14
17,0,3,1,0,1,0,motorola droid razr vs samsung galaxi nexu chart cnet blog http co orktntr nexu one googl,16
13,0,3,0,0,1,0,googl samsung unveil ice cream sandwich power galaxi nexu http co rfjmgi,12
14,0,3,0,0,1,0,microsoft ballmer beat googl cloud http co xiqvf,8
24,0,1,0,0,1,0,guess spot coupl day ago expect see one especi west villag googl http co xopkvu,15
14,0,5,0,0,1,0,googl offici announc ice cream sandwich http co uxmnz smartphon tablet news android,13
15,0,1,0,0,0,0,search googl relat locat mobil search queri local intent,9
16,1,4,1,0,1,0,rt googl wallet add coupon reward retail partner http co sww li,12
15,1,6,3,1,0,0,appl stock despit iphon monument sale ocuupi googl verizon smell conspiraci,11
17,0,3,1,0,1,0,googl announc android beam share android phone base nfc technolog http co bcyhhr,13
13,0,2,0,0,1,0,creat googl map http co yynzspj googl map,8
24,0,2,1,1,0,0,suck threw panorama app ic standard oh googl pleasant bastard,10
7,0,3,0,1,0,0,inde appl googl vs theoldway,5
6,1,1,0,0,0,0,googl lol espn,3
16,0,3,0,0,0,0,better question current devic get updat android googl icecreamsandwich,9
10,0,1,0,0,0,0,notic googl introduc real time search,6
23,1,3,0,0,1,0,women use googl info health care vs men gt http co pmwxvqb via hcsmeu epharma,15
16,0,2,0,1,0,0,futur back lol watch someth happen tomorrow morn googl android,10
27,0,1,1,0,0,0,thank laugh googl tap peepz white suit face unlock fail use led screen video cast love anyway lt,18
14,0,4,0,0,1,0,great tech war http co oypuvhp appl facebook googl amazon,10
16,0,2,0,1,0,0,ice cream sandwich privat brows mode know time googl android,10
14,1,4,1,2,0,0,soooooo eye order nexu samsung googl ic,7
13,0,3,0,0,0,0,android beam panorama gmail offlin lockscreen contact facial recognit unlock icecreamsandwich nexusprim googl,13
18,0,3,1,0,0,0,look new featur ic look like googl got inspir cyanogenmod,10
17,1,4,0,0,1,0,info ice cream sandwich http co frnfgpa googl nexusprim ic android,11
9,0,1,1,0,1,0,webgl infinit bookcas ui http co bvuqtkt googl,8
15,1,3,1,0,1,0,rt soon get readi parti googl android icecreamsandwich http co pumwmmm,11
15,1,2,1,4,0,0,rt oomf gone get next week promis man better googl tht,11
14,1,2,2,0,0,0,duli note hope aosp updat ic android googl,8
5,0,1,0,1,0,0,googl next innov,3
14,0,5,0,0,1,0,googl go http co hhamwmk gplu googleplu googl teamfollowback socialnetwork,10
15,0,3,1,0,1,0,android googl android platform updat sdk tool http co jrktq dhilipsiva,11
21,1,3,1,0,1,0,recent studi googl ctr reveal top three posit googlesearch receiv traffic http co zbhoh,14
13,0,1,2,0,1,0,googl ice cream sandwich nexu prime launch live blog http co kjyhm,12
13,1,3,1,1,1,0,rt welcom ice cream sandwich android googl icecreamsandwich http co iflbehj,11
25,0,2,0,0,0,0,amaz set gmail address yet use even get ton spam googl,11
12,0,3,0,0,0,0,even freshen due googl icecreamsandwichev offtoshow,6
20,0,3,0,0,0,0,ice cream sandwich present buggi howev look much promis expect android galaxynexu googl,13
20,0,2,1,0,1,0,recent studi googl ctr reveal top three posit googlesearch receiv traffic http co ihtspyw,14
25,0,4,0,1,1,0,hey googl lie android platform not link yet found http co vwgv ic sdk,14
18,0,5,0,0,1,0,googl yahoo bing ballmer bing xbox appl oh yahoo http co cfhujbp seo serp,14
12,2,3,0,0,0,0,galaxynexu come info googl android,5
20,0,1,0,0,1,0,googl googl event vorstellung de samsung galaxi nexu caschi blog klingelt mein wecker googl http co qnvdvcmx,17
15,0,2,0,3,0,0,good come carrier pricepoint android googl,6
11,0,3,0,1,1,0,welcom ice cream sandwich android googl icecreamsandwich http co iflbehj,10
2,1,1,0,0,0,0,googl,1
22,1,3,1,0,1,0,rt infograph googl cost half billion build drive user follow user mark zuckerberg http co,15
4,0,4,0,0,0,0,ai googl ai samsung,4
8,0,3,0,3,0,0,no one thing samsung googl nexu,6
21,0,2,0,1,1,0,bookworm http co mxbmyo googl infinit bookcas abstract browser limitless librari technew,12
17,0,4,0,1,1,0,bill gross take facebook twitter googl chime forb http co pguhrmi socialmedia,12
18,1,3,1,0,1,0,rt ice cream sandwich stop carrier bulli smartphon user googl android http co hhfjbbhu neowin,15
24,0,2,1,3,0,0,wonder much time take throw updat android ic nexu pleas googl make quick time,14
15,0,2,0,0,1,0,ice cream sandwich stop carrier bulli smartphon user googl android http co awnchmi,13
16,0,3,0,0,1,0,ice cream sandwich stop carrier bulli smartphon user googl android http co hhfjbbhu neowin,14
7,0,1,0,0,0,0,much hous afford googl,4
5,0,3,0,0,0,0,googl icecreamsandwich event featur minecraft,5
15,0,5,0,0,0,0,android ice cream sandwich gmail remind lot io mail app copyandpast googl,12
15,0,4,0,0,1,0,samsung galaxi nexu offici launch worldwid novemb http co uxciba galaxynexu samsung googl ic,14
13,1,2,0,0,1,0,tim da http co hxejk daje server error googl icecreamsandwich,10
13,0,6,1,0,1,0,engadget follow android galaxi nexu event googl samsung ic http co vzxht,12
17,1,2,2,0,1,0,rt collobr present new version googl present http co xmft via googl googlepresent,13
18,0,2,0,0,0,0,sdk avail develop app phone tablet right android googl,9
22,0,4,2,0,0,0,great hardwar great new version android want api avail least googl android ic develop,14
17,1,1,1,1,0,0,minecraft mobil mention googl demo ic nexu prime,8
14,1,1,1,0,1,0,googl unveil android ice cream sandwich http co dciffpi via,10
23,0,1,0,0,0,0,hey googl unveil new product use backdrop lot spatial tempor high resolut activ video codec love,16
21,0,2,0,0,0,0,android beam share piec inform one android devic anoth simpli touch devic android googl,14
16,0,4,1,0,0,0,new galaxi nexu app improv beam share use nfc nexu samsung googl android bit ly nejby,16
24,1,3,1,0,0,0,go googl right maryland mica catch us week sometim edu,10
17,0,3,2,1,1,0,mashabl googl ice cream sandwich nexu prime launch live blog googl android ice http co jtevudk,16
9,0,1,0,0,1,0,new googl phone yoooo http co srscat,7
20,0,4,1,0,0,0,new galaxi nexu app improv quick respons unwant call predefin sm nexu samsung googl android bit ly nejby,18
21,1,1,1,0,0,0,rt would love hear small colleg went googl recent particularli interest learn tech prep,14
7,0,2,0,0,0,0,mani new featur android nexusprim googl,6
15,0,5,0,1,1,0,samsung googl ice cream sandwich event liveblog http co iggiqd android icecreamsandwich,12
21,0,3,1,0,0,0,phone app redesign unifi googl voic etc fast forward rewind capabl well googl android ic,15
19,0,4,0,0,0,0,new galaxi nexu app improv new visual voicemail within phone app nexu samsung googl android bit ly nejby,18
12,1,1,2,0,1,0,rt googl announc date io http co xokyqn,8
13,0,3,0,0,1,0,android googl googl offici announc ice cream sandwich http co ijy dhilipsiva,12
18,0,3,1,0,1,0,android googl samsung galaxi nexu launch us europ asia novemb http co nldtuoy dhilipsiva,14
11,0,1,0,0,1,0,googl open sourc search end http co hpyttyr,8
12,0,2,0,0,1,0,googl offici announc ice cream sandwich http co usoso android googl,11
17,0,2,1,0,1,0,samsung galaxi nexu launch us europ asia novemb http co szchgkif android googl,13
8,0,2,0,1,0,0,hugo buddi cent googl android,5
19,0,4,0,0,0,0,new galaxi nexu app improv new peopl app improv contact inform nexu samsung googl android bit ly nejby,18
4,1,1,1,0,0,0,googl time kml,3
10,0,1,1,0,1,0,googl announc date io http co xokyqn,7
11,1,1,0,0,1,0,think googl http co acjrlfo googl,6
18,0,7,0,0,1,0,samsung galaxi nexu announc full spec avail http co vngazg samsung galaxi nexu googl android ic thetechcheck,17
18,0,7,0,0,1,0,samsung galaxi nexu announc full spec avail http co ndliwv samsung galaxi nexu googl android ic thetechcheck,17
19,0,3,14,1,0,0,googl galaxi nexu want phone pleas talk featur camera one part,11
18,0,4,1,0,0,0,funni samsung facebook app galaxynexu demo instead googl lool,9
14,0,5,0,0,1,0,googl go http co xwwnd gplu googleplu googl teamfollowback socialnetwork,10
16,0,4,0,0,0,0,new galaxi nexu hardwar improv camera captur video nexu samsung googl android bit ly nejby,15
16,0,2,0,0,0,0,video livestream googl samsung announc froze damn slow internet connect googl samsung,12
19,0,3,1,0,0,0,video record continu focu zoom record time laps includ android googl android ic,13
21,0,2,0,0,0,0,new panorama featur android ice cream sandwich pretti cool saw glitch live present though googl,15
11,0,3,1,0,0,0,built panorama camera app android ic googl,7
20,1,4,0,0,1,0,googl samsung unveil galaxi nexu phone run android http co celmo via tech googl dubai beirut,16
6,0,5,0,0,0,0,panorama icecreamsandwich googland googl android ic,6
9,0,2,0,1,0,0,no face tag new android galleri googl,7
8,0,2,0,1,0,0,say hipster filter googl android,5
21,0,3,1,3,0,0,come googl talk android camera app bore appl zomg,9
19,1,2,0,1,1,0,ballmer time googl bing tri bing http co eudwsad,9
23,0,1,0,0,1,0,googl webgl bookcas googl webgl bookcas googl develop webgl app show model bookcas http co yhckzb,16
9,0,3,0,0,0,0,tap focu face recognit ic galaxynexu googl,7
22,0,4,0,0,1,0,infograph googl cost half billion build drive user follow user mark zuckerberg http co czmfvnlq ironi,16
16,0,3,0,1,2,0,http co xgivo googl ice cream sandwich offici http co hydqcn android icecreamsandwich,13
20,0,2,0,0,0,0,watch ice cream sandwich far melt attempt facial recognit unlock youtub com android samsung googl,15
10,0,4,0,0,1,0,samsunggalaxynexu googl android icecreamsandwich new browser http co zxpiof,9
9,0,2,0,0,0,0,watch live stream googl new mobil nexu,7
10,0,1,0,0,0,0,damn group meet disturbin watchin googl event,7
15,0,3,1,0,0,0,new tool give user abil restrict mobil data usag googl android ic,12
21,0,4,0,0,1,0,articl discuss four great tech compani compet marketplac http co yfwfiy appl googl facebook amazon,15
14,2,1,1,0,1,0,googl releas infinit digit bookcas rt http co ywtvgwji,9
16,0,4,0,0,1,0,samsunggalaxynexu googl android face unlock ice cream sandwich liter know face http co vuyxwrxw,14
20,0,3,0,0,0,0,android ice cream sandwich featur face recognit unlock phone no enter pin password fb googl,15
17,0,2,0,0,0,0,email line preview offlin search amount email want android googl,10
15,0,3,1,0,0,0,search last day gmail whether connect not googl android ic,10
20,0,3,0,2,0,0,ha demo fail still reson kinda funni global scale cool featur though android googl galaxynexu,15
16,0,2,0,2,0,0,guest samsung googl event mostli chines wow bore googl samsung,10
15,0,4,1,0,0,0,ic show froze browser well time sleep guess android googl samsung,11
14,2,1,1,0,1,0,rt googl releas infinit digit bookcas http co bffaeapw,9
23,2,1,2,0,0,0,rt googl might revers new data encrypt polici big brand threaten cut ppc spend bite ha,16
18,0,3,0,0,1,0,googl think digit book belong digit bookcas webgl chrome experi http co lqpqff,13
21,0,1,0,0,0,0,demo crime googl dude white suit face recognit unlock work wear make appar,13
10,0,2,1,5,0,0,request desktop site work hulu ic googl,7
8,0,4,0,0,1,0,samsunggalaxynexu googl android icecreamsandwich http co zuzanhd,7
8,0,2,0,0,0,0,addict new game tripletown googl,5
14,2,1,1,0,1,0,rt googl releas infinit digit bookcas http co dnwymqx,9
8,0,4,0,0,1,0,samsunggalaxynexu googl android icecreamsandwich http co yidlrn,7
11,0,3,1,1,0,0,lock screen facial recognit capabl googl android ic,8
11,0,5,0,1,0,0,come facial recognit face unlock icecreamsandwich googland googl android ic,10
15,0,6,0,0,1,0,googl samsung reveal galaxi nexu phone http co renjcz mobil softwar android mobiledevic,13
15,0,1,0,0,1,0,googl googl infinit bookcas abstract browser limitless librari http co mylzfmrq,11
18,0,4,1,1,1,0,measur market get free analyt campaign tagger sheet googl analyt http co wcykk,13
13,1,5,1,0,1,0,samsung googl introduc galaxi nexu http co rvftzp via android,10
13,0,3,0,0,0,0,kany west ad circl yeah right galaxynexu googl ic,9
7,0,3,0,0,0,0,launch novemb japan samsunggalaxynexu googl android,6
7,0,3,0,0,1,0,samsunggalaxynexu googl android http co gihtheij,6
14,0,1,0,0,1,0,googl sticker came month adsens chequ http co aofyojm,9
11,0,3,0,0,1,0,android googl samsung galaxi nexu galleri http co wunmsql dhilipsiva,10
13,0,3,1,0,1,0,android googl samsung googl introduc galaxi nexu http co kkuepmvw dhilipsiva,11
17,0,3,1,0,0,1,particip anoth microsoft sqlserver certif test tsql type instead multipl choic realli cool,13
15,0,6,0,1,1,1,microsoft open door two spanish entrepreneur medic project http co csnizt,11
10,0,5,2,0,0,1,buffalo intel microsoft ibm best pavilion smau,7
17,0,3,0,0,1,1,window phone mango updat process ahead schedul http co phwox microsoft windowsphon mango,13
19,1,1,0,0,1,1,wp get microsoft claw back smartphon relev rich jaroslovski bloomberg http co jimmlrc via,14
11,0,2,0,0,0,1,microsoft excel make function like job product,7
21,1,2,1,0,1,1,rt love microsoft gt microsoft host kid techfest encourag career tech http co fmzfwgyv babygeek,15
8,0,1,0,1,0,1,microsoft word work comput yessss,5
14,0,1,0,0,0,1,term unifi commun giant realli surpris see underr microsoft,9
15,0,1,0,0,1,1,microsoft dish free first gen wp handset store http co cvfwmvmo,11
20,2,1,2,1,1,1,watch one interest rt microsoft codenam data explor ctp come http co kvjsercj via,14
12,0,2,0,1,0,1,lunch today eat microsoft attend vslive priceless,7
20,1,1,2,1,1,1,watch one interest rt microsoft codenam data explor ctp come next month http co vpqoyxwa,15
13,0,1,0,0,1,1,microsoft detail search improv window start screen http co agvznj,10
16,0,3,0,0,1,1,mango show microsoft still tast smartphon success http co afmvsmm wp mango,12
18,2,2,1,1,0,1,rt awesom move vancouv dev evangelist microsoft final get local,10
16,1,2,0,1,0,1,awesom move vancouv dev evangelist microsoft final get local,9
20,0,2,0,0,1,1,microsoft store offer free window phone devic microsoft microsoftstor microsoft retail store ar http co rrndni,16
16,0,3,0,0,1,1,microsoft store offer free window phone devic microsoft microsoftstor http co xolrauey microsoft,13
15,0,2,0,0,1,1,microsoft store offer free window phone devic microsoft microsoftstor http co fhwanq,12
15,0,2,0,0,1,1,microsoft store offer free window phone devic microsoft microsoftstor http co yvjmhnq,12
16,0,3,0,0,1,1,microsoft store offer free window phone devic microsoft microsoftstor http co hjqloc neowin,13
15,0,2,0,0,1,1,microsoft store offer free window phone devic microsoft microsoftstor http co bpfkydo,12
12,0,2,0,0,0,1,microsoft store come spend hard earn cash vslive,8
22,1,2,0,0,1,1,know free microsoft html west coast mountainview redmond portland check http co lowqr,13
25,0,1,0,2,1,1,hey parent know free tool microsoft help keep kid safe onlin live famili safeti http co pketr,17
19,0,3,1,0,1,1,microsoft cloud microsoft offer student free access technolog improv employ dubb http co rgbhhuqp tcn,15
6,0,2,0,1,0,1,awesom microsoft holodeck bit ly qpgxle,6
12,1,1,0,0,1,1,microsoft detail window search improv via http co jcawwrzq,9
24,1,1,1,2,1,1,wait visit holodeck thank share rt beam microsoft microsoft http co zgbkxnk,12
23,2,2,1,0,0,1,yeah saw take serious microsoft done metro ui yeah look good android,12
21,1,2,0,0,1,1,love microsoft gt microsoft host kid techfest encourag career tech http co fmzfwgyv babygeek via,15
18,1,3,0,0,1,1,microsoft explain new improv window start screen search http co cxovkww buildingwindow tech microsoft,14
18,1,3,0,0,1,1,microsoft explain new improv window start screen search http co pqgrra buildingwindow tech microsoft,14
15,0,2,0,0,1,1,enjoy microsoft search idea could let search like miley http co gwokoceg great,13
15,0,2,0,0,1,1,microsoft bing new king search tip googl search http co oglika,11
14,0,4,1,0,0,1,microsoft powerpivot give user power creat compel self servic bi solut infinitywebinar,12
20,0,5,1,0,1,1,futur inform innov googl microsoft twitter nov info registr http co kjkzzi umd,13
19,0,1,0,0,1,1,anoth gem microsoft curat person histori project greenwich avail later month http co kgnrbvgp,14
13,0,2,0,1,1,1,beam microsoft microsoft holodesk research project http co klmgkhv,9
12,1,1,1,0,0,1,thank steffen kraus microsoft great sql server session,8
14,0,3,0,0,1,1,chariti work day http co klkfh billgat philanthropi microsoft,9
23,0,2,0,0,1,1,ballmer think comput scientist use android http co vkvtbcj tech microsoft agre extent,13
17,0,3,0,0,0,1,great time techedafrica thank sponsor deleg microsoft mimecastsa,8
22,0,4,0,0,1,1,valid microsoft iscsi target win server work fine vmware vsphere esxi no error http co qnlwft,16
15,1,1,1,0,1,1,wow microsoft tech turn bodi touchscreen http co hvbcbm via,10
17,0,2,0,2,0,1,love microsoft campu love feel mixer build thank vslive bring confer,11
17,1,4,0,4,0,1,microsoft research show holodesk awesom holodeck one step closer bit ly pcmjon kinect via,14
22,1,2,1,0,1,1,rt microsoft research show holodesk look like scienc fiction scienc fact http co wocrbpm cool no sound,17
16,0,2,0,0,1,1,microsoft research show holodesk look like scienc fiction scienc fact http co vvltkyp,13
12,0,3,0,1,1,1,zune music arriv canada http co cjjvi microsoft music news,10
16,0,5,0,0,1,1,kinect make learn play help sesamestreet nationalgeograph educ microsoft http co euhkaf,12
8,0,3,0,0,0,1,håper microsoft lager ny releasepartyguid mango greatsuccess,7
25,0,1,0,2,1,1,hey parent know free tool microsoft help keep kid safe onlin live famili safeti http co muuwbgpn,17
20,2,2,0,2,1,1,check new microsoft faculti fellow http co oensvg pois chang world go,12
23,0,2,0,1,0,1,mayb appl could use billion good world oh wait microsoft,10
21,0,1,1,1,0,1,microsoft isb watch new window action pretti impress final contend mac os interest battl store,15
24,0,4,1,0,1,1,microsoft tri combin xbox windowsphon pc share neat look interfac http co jzfpo,13
17,0,2,0,1,1,1,check new microsoft faculti fellow http co gcicpex pois chang world,11
11,1,5,1,0,0,1,becam citizenship member thank god mspegypt microsoft,7
15,0,3,0,0,1,1,blog post cool tool microsoft mous without border http co umjfh tool util microsoft,14
20,1,5,0,0,1,1,forget siri still no beat speech command http co gajsgi wp mango tellm microsoft siri,15
18,0,3,1,1,1,1,microsoft test prove appsens enterpris scalabl user one person db http co xtzmpsmt enterpris,14
19,1,4,3,0,0,1,ye good point erp unfair assess say sage sap microsoft dynam not deliv,13
13,0,1,1,0,1,1,good dev opportun microsoft ux tour helsinki finland http co hckjxzk,11
16,1,1,1,0,0,1,sugar coat fsf secur boot reaction blatant anti microsoft propaganda,10
20,1,1,0,1,1,1,impress imag composit editor creat panorama individu imag http co sowspn tx microsoft,13
15,1,2,1,2,0,1,rt blown away technolog innov microsoft market,7
13,0,2,0,2,0,1,blown away technolog innov microsoft market,6
27,1,2,1,1,0,1,rt yahoo sale yr back microsoft almost bought glad could deal year,12
26,0,2,0,2,0,1,yahoo sale yr back microsoft almost bought glad could deal year dosent happen,13
12,0,2,0,1,1,1,microsoft present omnitouch http co uiadfj impress futurist technolog,9
17,1,3,0,1,1,1,googl http co wfrzkysn via good bing microsoft invest pay,10
17,1,5,2,0,1,1,rt http co pmxvaz ipad less desir window tablet say studi appl microsoft ms,14
24,4,2,2,1,0,1,rt rt way home st day mt great time other mv,11
14,0,2,0,0,1,1,mango show microsoft still tast smartphon success http co maoqaplh,10
13,0,2,0,0,1,1,microsoft detail search improv window start screen http co faztiad,10
20,0,2,0,0,1,1,one pictur servic provid cloud love microsoft http co qqleokz,10
14,0,4,1,0,1,1,window runtim net better togeth http co zbbjxu dotnet dev winrt microsoft,12
7,1,3,0,0,0,1,nice talk kenyaopendoor microsoft commun,5
12,0,2,1,1,0,1,omg microsoft sharepoint actual work thank excel colleagu william,9
15,1,4,0,1,1,1,windowsphon wp microsoft realli http co vihtjrr icecreamsandwichfail innov imit sad sad,12
17,0,3,0,0,0,1,use offic fall love honest geniu microsoft,7
22,1,2,0,0,0,1,love look china appl fund sweatshop gate fund foundat appl microsoft,11
7,0,1,0,0,0,1,good one commerci microsoft,4
17,0,2,0,0,1,1,welcom skype microsoft famili amaz thing togeth http co ykchtuh welcomeskyp,11
4,0,1,0,3,0,1,lt microsoft,2
14,1,2,1,0,0,1,absolut love arc mous courtesi one inspir microsoft,8
19,0,2,0,0,1,1,not microsoft fan cool video turn surfac touchscreen http co yyhnrbq,11
24,0,4,0,0,0,1,wow android ic lot uh uh uh uh talk go forsur not microsoft mango launch peopl public speak skill,19
13,0,1,0,0,0,1,ju updat comput window thank microsoft,6
19,0,4,2,0,0,-1,ic android go kill mango wmp microsoft rimm alreadi kill webo nokia os,13
15,0,1,0,0,0,-1,peopl name begin get mail week la microsoft,8
7,0,6,0,0,0,-1,microsoft outlook mac sucks… hate,5
14,1,2,0,0,1,-1,microsoft freez xbox account hack report http co wbf via,10
19,0,2,1,0,1,-1,updat microsoft ms critic vulner net framework microsoft silverlight could allow http co izowunt,14
7,0,4,1,0,0,-1,microsoft window media centr gui fail majorfail,7
8,0,2,0,0,1,-1,appl eclips microsoft http co wubfih,6
8,1,1,0,0,0,-1,haha thought everybodi knew microsoft suck,6
14,1,2,1,0,0,-1,bc ie like everyth microsoft make junk super prone crash,10
21,0,3,0,0,1,-1,microsoft violat antitrust law —leav netscap busi novel wounded—it play dumb http co whhmak,15
16,0,2,1,0,1,-1,microsoft lync crash issu mac os fix http co yzhcdgfp,10
16,0,2,1,0,1,-1,microsoft lync crash issu mac os fix http co rzucfejc,10
16,0,2,1,0,1,-1,microsoft lync crash issu mac os fix http co gjiuzz,10
20,1,1,1,0,0,-1,rt microsoft broke law play victim engag racket call victim outlaw respect,12
13,0,2,0,1,1,-1,nokia worker ask chief execut microsoft mole http co lwjpgiu,10
22,1,2,2,0,1,-1,rt microsoft frozen xbox live xbl account onlin gamer report hack http co,13
28,0,2,1,0,0,-1,gave tri window dev preview good ui way messi right wait beta microsoft window,14
15,0,3,0,0,1,-1,six powerpoint nightmar fix http co jsqnuq powerpoint microsoft present,10
10,1,2,0,0,1,-1,appl eclips microsoft http co fhdfgj,6
21,1,1,0,0,1,-1,kind realli creepi use search engin way would http co atgl microsoft,12
15,0,2,0,1,1,-1,great time famili microsoft advertis enrag http co pytvkrp,9
